"","words","term.freq","doc.freq"
"13170","industry.â",1,1
"13171","bailie",1,1
"13172","sterling.old",1,1
"13173","church.â",1,1
"13174","congregations.prince",1,1
"13175","fund.â",1,1
"13176","lindores",1,1
"13177","requests",1,1
"13178","treasurer.presentation",1,1
"13179","dessert",1,1
"13180","princes",1,1
"13181","testimonial",1,1
"13182","celtic",2,1
"13183","wright",1,1
"13184","manufacturer",1,1
"13185","theatre-royal",1,1
"13186","bona",1,1
"13187","fide",1,1
"13188","bumper",1,1
"13189","handomse",1,1
"13190","eulogium",1,1
"13191","endeared",1,1
"13192","acquaintances",1,1
"13193","massive",1,1
"13194","donaldon's",1,1
"13195","drunk",2,2
"13196","convivial",1,1
"13197","flagging",1,1
"13198","jovialty",1,1
"13199","mackenzie's",1,1
"13200","airs",1,1
"13201","vocal",1,1
"13202","amateurs",1,1
"13203","neatly",1,1
"13204","engraved",1,1
"13205","playe",1,1
"13206","r.w.m",1,1
"13207","friends.â",1,1
"13208","pony.â",1,1
"13209","pony",4,1
"13210","gate",2,2
"13211","inwards",1,1
"13212","reins",2,1
"13213","police-office",1,1
"13214","rider",1,1
"13215","clutch",1,1
"13216","thief",1,1
"13217","adroitly",1,1
"13218","fleshmarket",1,1
"13219","escaped.providential",1,1
"13220","recovery.â",1,1
"13221","villagers",1,1
"13222","ratho",2,1
"13223","dandered",1,1
"13224","play-fellow",1,1
"13225","weeping",1,1
"13226","edge",1,1
"13227","indefatiguable",1,1
"13228","spark",1,1
"13229","romp",1,1
"13230","ever.mungo",1,1
"13231","park.â",1,1
"13232","traveller.thimble-riggers.â",1,1
"13233","thimble-riggers",1,1
"13234","infesting",1,1
"13235","passenger",1,1
"13236","luck",1,1
"13237","winning",1,1
"13238","trifle",1,1
"13239","persuades",1,1
"13240","ingratiating",1,1
"13241","procurator-fiscal",1,1
"13242","pollokshaws",2,1
"13243","rural",1,1
"13244","defrauded",1,1
"13245","tothirty",1,1
"13246","correction",1,1
"13247","rogues",1,1
"13248","vagabonds",1,1
"13249","gang.stoppage",1,1
"13250","malicious",1,1
"13251","thetown",1,1
"13252","chamberlain",1,1
"13253","susspend",1,1
"13254","realizing",1,1
"13255","outstanding",1,1
"13256","would-be-political",1,1
"13257","embarass",1,1
"13258","unfavourabout",1,1
"13259","leniency",1,1
"13260","exactions",1,1
"13261","deficiency",1,1
"13262","prejudicial",1,1
"13263","town's",2,1
"13264","credito",1,1
"13265","uncalled",1,1
"13266","adherents",1,1
"13267","untrue",1,1
"13268","affiars",1,1
"13269","creditors",3,2
"13270","negotiating",1,1
"13271","dissatisfied",3,3
"13272","affairs.â",1,1
"13273","chronicle.disgraceful",1,1
"13274","trick.â",1,1
"13275","crieff",1,1
"13276","waggish",1,1
"13277","secretly",1,1
"13278","merrily",1,1
"13279","wag",1,1
"13280","crying",1,1
"13281","mercy",1,1
"13282","hurry",1,1
"13283","courier.the",1,1
"13284","question.â",1,1
"13285","chalmers",1,1
"13286","non-intrustion",1,1
"13287","liberum",1,1
"13288","arbitrium",1,1
"13289","confers",1,1
"13290","laity",1,1
"13291","immeasurably",1,1
"13292","non-intrusionists",1,1
"13293","moderates",1,1
"13294","uncontrolled",1,1
"13295","granton",1,1
"13296","o'clock.election",1,1
"13297","land.â",1,1
"13298","minster",1,1
"13299","monkland",1,1
"13300","kirk-session",1,1
"13301","candidate",1,1
"13302","electors",1,1
"13303","stongly",1,1
"13304","marks",1,1
"13305","dominant",1,1
"13306","pye",1,1
"13307","douglass",1,1
"13308","rosehall",1,1
"13309","m'caul",1,1
"13310","daldowie",1,1
"13311","elected.â",1,1
"13312","gazette.destructive",1,1
"13313","fire.â",1,1
"13314","balmangan",1,1
"13315","rerwick",1,1
"13316","kissock",1,1
"13317","charred",1,1
"13318","rafters",1,1
"13319","walls",3,2
"13320","tacksman",1,1
"13321","unforunately",1,1
"13322","incendiarism",1,1
"13323","clue",1,1
"13324","attaching",1,1
"13325","implies",1,1
"13326","blackest",1,1
"13327","howâ",1,1
"13328","breadâ",1,1
"13329","courier.hamilton.â",1,1
"13330","episcopal",1,1
"13331","rebellious",1,1
"13332","espousing",1,1
"13333","episcopacy",1,1
"13334","offices",2,1
"13335","temporalities",1,1
"13336","cantingly",1,1
"13337","venerable",2,2
"13338","prelacy",1,1
"13339","brigg",1,1
"13340","grationthe",1,1
"13341","falkland",3,1
"13342","summer.these",1,1
"13343","humidity",1,1
"13344","sunshine",1,1
"13345","tree",4,2
"13346","turnips",1,1
"13347","potatoes",2,2
"13348","peatbogs",1,1
"13349","oldâ",1,1
"13350","gauchos",1,1
"13351","semi-civilised",1,1
"13352","port-louis",1,1
"13353","resides.the",1,1
"13354","area",1,1
"13355","perforated",1,1
"13356","numerous.the",1,1
"13357","refitment",1,1
"13358","frequenting",1,1
"13359","hort",1,1
"13360","blocks",1,1
"13361","subdivided",1,1
"13362","outlay",1,1
"13363","catching",1,1
"13364","taming",1,1
"13365","uninviting",1,1
"13366","seal",2,2
"13367","deep-sea",1,1
"13368","profitable",1,1
"13369","refitting",1,1
"13370","zealand.(from",1,1
"13371","chronicle.)the",0,0
"13372","banquet",1,1
"13373","tories",1,1
"13374","whigs",1,1
"13375","feeling.the",1,1
"13376","felicity",1,1
"13377","complimented",2,1
"13378","deservedly",1,1
"13379","applauded.i",1,1
"13380","crow",1,1
"13381","lent",3,2
"13382","unworthy",1,1
"13383","prosperityâ",1,1
"13384","adverse",9,9
"13385","cheers)but",1,1
"13386","deserved",1,1
"13387","them.we",1,1
"13388","labouchere's",1,1
"13389","hum.â",1,1
"13390","durhamâ",1,1
"13391","localities",1,1
"13392","includes",2,1
"13393","thirds",1,1
"13394","table.it",1,1
"13395","countries.the",1,1
"13396","philip.there",1,1
"13397","inconsiderable.at",1,1
"13398","d.lands",1,1
"13399","districtâ",1,1
"13400","port-philipâ",1,1
"13401","months)â",1,1
"13402","auction.in",1,1
"13403","index",1,1
"13404","emigrants.the",1,1
"13405","millions.this",1,1
"13406","moorgate",2,1
"13407","london.capital",1,1
"13408","chairmanâ",2,1
"13409","abel",2,1
"13410","levi",1,1
"13411","ames",1,1
"13412","bainbridge",1,1
"13413","innes",2,1
"13414","mowatt",1,1
"13415","benjamin",1,1
"13416","pearse",1,1
"13417","hart",1,1
"13418","elwin",2,1
"13419","langford",1,1
"13420","hovell",1,1
"13421","hodge",1,1
"13422","auditors",1,1
"13423","bankersâ",1,1
"13424","payne",1,1
"13425","solicitorsâ",1,1
"13426","freshfield",1,1
"13427","macleay",1,1
"13428","barker",1,1
"13429","icely",1,1
"13430","solicitorâ",1,1
"13431","esq.the",1,1
"13432","undoubted",3,3
"13433","freehold",1,1
"13434","rate.the",1,1
"13435","transferable",1,1
"13436","lender",1,1
"13437","vouchers",2,1
"13438","coupons",1,1
"13439","admitting",1,1
"13440","holder.the",1,1
"13441","wales.security",1,1
"13442","attain",1,1
"13443","end.the",1,1
"13444","mortgaged",1,1
"13445","collateral",3,1
"13446","non-payment",1,1
"13447","mortgager",1,1
"13448","arrear",1,1
"13449","default",1,1
"13450","solicitor",1,1
"13451","purchasers",1,1
"13452","borrowers",1,1
"13453","completed.the",1,1
"13454","investment",1,1
"13455","board.the",1,1
"13456","investments",2,1
"13457","firms",1,1
"13458","contingencies",2,2
"13459","exempt",1,1
"13460","obvois",1,1
"13461","lending",2,2
"13462","rate.it",1,1
"13463","shareholder",1,1
"13464","covenant",1,1
"13465","company.the",1,1
"13466","up.that",1,1
"13467","lenders",1,1
"13468","company.that",1,1
"13469","c.that",1,1
"13470","mortgage",1,1
"13471","registeredâ",1,1
"13472","necessary.that",1,1
"13473","share-holders",1,1
"13474","lenders.that",1,1
"13475","appropriation",2,2
"13476","them.john",1,1
"13477","risen",1,1
"13478","foundering",1,1
"13479","rapids",1,1
"13480","imminent",1,1
"13481","limbs",2,2
"13482","impetuo",1,1
"13483","tangled",1,1
"13484","us.our",1,1
"13485","drowning",1,1
"13486","infest",1,1
"13487","inhabit",1,1
"13488","browne",2,2
"13489","allison",1,1
"13490","scioto",2,1
"13491","canoe",9,9
"13492","sho",1,1
"13493","inh",1,1
"13494","practices",1,1
"13495","prepar",1,1
"13496","spithead",1,1
"13497","dorcester",1,1
"13498","merchantman",1,1
"13499","howe",0,0
"13500","london.in",1,1
"13501","england.as",1,1
"13502","alcide",1,1
"13503","bradley's",1,1
"13504","inn.the",1,1
"13505","object.these",2,2
"13506","trigge",1,1
"13507","communicative",1,1
"13508","strayed",2,2
"13509","hospitably",1,1
"13510","rais",1,1
"13511","nation.the",1,1
"13512","grenville",2,2
"13513","fanny",1,1
"13514","bryen",1,1
"13515","intelligence:â",1,1
"13516","d'carondolet",1,1
"13517","o'neal",2,1
"13518","pensaco",1,1
"13519","west-florida",1,1
"13520","creeks",8,5
"13521","tribes.on",1,1
"13522","nashville",2,2
"13523","gunmen",1,1
"13524","fright",1,1
"13525","m'rocy",1,1
"13526","blockhouses",1,1
"13527","stockade",1,1
"13528","station.during",1,1
"13529","torch",1,1
"13530","hole",1,1
"13531","over???ing",1,1
"13532","bat",1,1
"13533","sticking",1,1
"13534","innumerable.undoubted",1,1
"13535","decared",1,1
"13536","cumberlandâ",1,1
"13537","towns.â",1,1
"13538","settlement.on",1,1
"13539","black's",1,1
"13540","crooked",1,1
"13541","serjeant's",1,1
"13542","crawford's",1,1
"13543","will's",1,1
"13544","talohteske",1,1
"13545","creeks.james",1,1
"13546","morse",1,1
"13547","shankland",1,1
"13548","off.these",1,1
"13549","d'carrondolet",1,1
"13550","paton",0,0
"13551","part!!!we",1,1
"13552","fayetteville",1,1
"13553","negligence",1,1
"13554","carnage",2,2
"13555","clair",4,3
"13556","scalps",2,1
"13557","trophies",1,1
"13558","riches",1,1
"13559","spears",1,1
"13560","hatchets",1,1
"13561","dorchester",2,2
"13562","mediations",1,1
"13563","dishonourable",1,1
"13564","blood.you",1,1
"13565","elapse",1,1
"13566","desolation",1,1
"13567","fiftieth",1,1
"13568","expeditions",1,1
"13569","unrighteousness",1,1
"13570","anytrade",1,1
"13571","forgive",1,1
"13572","injuriescarlisle",1,1
"13573","jefferson",2,1
"13574","allighany.extract",1,1
"13575","patowmack",1,1
"13576","amer",1,1
"13577","cat-fish",2,1
"13578","diverting",1,1
"13579","bullocks",1,1
"13580","retaken",1,1
"13581","successful.our",1,1
"13582","scott's",2,2
"13583","corresponded",1,1
"13584","cat",2,2
"13585","westtern",1,1
"13586","extents",1,1
"13587","miamis",3,3
"13588","setlers",1,1
"13589","teure",1,1
"13590","expected.the",1,1
"13591","hops",1,1
"13592","productive.a",1,1
"13593","great-ogreechee",1,1
"13594","ill-natured",0,0
"13595","heart-burning",1,1
"13596","losers",1,1
"13597","siminoles",1,1
"13598","clearer",1,1
"13599","marchthe",1,1
"13600","essentially",1,1
"13601","implacable",1,1
"13602","animosity",1,1
"13603","avowing",1,1
"13604","indians.â",1,1
"13605","twenty-six",1,1
"13606","ministry.the",1,1
"13607","guessed",1,1
"13608","playhouse",1,1
"13609","fidable",1,1
"13610","armament",1,1
"13611","mexicans",1,1
"13612","tyranous",1,1
"13613","yoke",2,2
"13614","spain.so",1,1
"13615","achievement",1,1
"13616","assistance.the",1,1
"13617","potosi",1,1
"13618","accidentally",1,1
"13619","clambering",1,1
"13620","lama",1,1
"13621","sacotecas",1,1
"13622","terra",1,1
"13623","muskingum",1,1
"13624","norwich",1,1
"13625","connecticut",4,4
"13626","vanished",1,1
"13627","molestation",2,1
"13628","pack-horse",1,1
"13629","stole.â",1,1
"13630","tarry",1,1
"13631","neighings",1,1
"13632","afbouring",1,1
"13633","deftroyed",1,1
"13634","hardin",1,1
"13635","detached",4,2
"13636","thickets",1,1
"13637","onset",2,1
"13638","exchanging",1,1
"13639","offiers",1,1
"13640","bayonet",2,1
"13641","obstinacy",1,1
"13642","hartshorn",1,1
"13643","luckly",1,1
"13644","log",1,1
"13645","screening",1,1
"13646","pursuers",2,2
"13647","armstrong",1,1
"13648","pond",1,1
"13649","shrieks",1,1
"13650","skirmishes",1,1
"13651","wylls",2,1
"13652","harden",1,1
"13653","decoyed",1,1
"13654","diverted",1,1
"13655","routing",1,1
"13656","commissioned",1,1
"13657","hartford",1,1
"13658","frothingham",1,1
"13659","middletown",1,1
"13660","sorely",1,1
"13661","fury.nothing",1,1
"13662","despise",1,1
"13663","undautedness",1,1
"13664","bayonets",1,1
"13665","tomahawks",1,1
"13666","savages.no",1,1
"13667","uncertain.â",1,1
"13668","harassed",1,1
"13669","devastation",1,1
"13670","placethat",1,1
"13671","shawenese",1,1
"13672","more.that",1,1
"13673","mildest",1,1
"13674","seasons",1,1
"13675","salubrious",1,1
"13676","exuberantharvest",1,1
"13677","animates",1,1
"13678","all.extract",1,1
"13679","manned",1,1
"13680","quipped",1,1
"13681","tos",1,1
"13682","mississippi.it",1,1
"13683","orto",1,1
"13684","america's",1,1
"13685","tempest",1,1
"13686","leominster",1,1
"13687","stoutest",1,1
"13688","beaten",3,2
"13689","shredsâ",1,1
"13690","treesâ",1,1
"13691","impressions",2,2
"13692","hailstones",1,1
"13693","hens",1,1
"13694","eggsâ",1,1
"13695","twenty-give",1,1
"13696","deep.the",1,1
"13697","shrewsbury",1,1
"13698","worcesster.august",1,1
"13699","wilmington",3,2
"13700","delaware",6,4
"13701","circumference.on",1,1
"13702","maria",24,10
"13703","passengers.on",1,1
"13704","capes",1,1
"13705","also.pennsylvania",1,1
"13706","gable",1,1
"13707","hurt.we",1,1
"13708","patrick",2,2
"13709","m'sherry",1,1
"13710","little's-town",1,1
"13711","evening.new",1,1
"13712","fel",1,1
"13713","neighhbouring",1,1
"13714","o'clock.middletown",1,1
"13715","south-easterly",1,1
"13716","done.â",1,1
"13717","commotion.extract",1,1
"13718","dartmouth",2,1
"13719","cornish",1,1
"13720","lightning.â",1,1
"13721","aphowever",1,1
"13722","fplainfield",1,1
"13723","well.saturday",1,1
"13724","gormandising",1,1
"13725","bet",1,1
"13726","inducement",8,8
"13727","craving",1,1
"13728","stomacheat",1,1
"13729","shoulder",1,1
"13730","roast",0,0
"13731","slices",1,1
"13732","bacon",2,2
"13733","cucumbers",1,1
"13734","cider",1,1
"13735","representativesin",2,1
"13736","satisfac",1,1
"13737","congratulations",1,1
"13738","ditinguish",1,1
"13739","integrity",1,1
"13740","marine",1,1
"13741","punctuality",1,1
"13742","discharging",2,2
"13743","exemplary.in",1,1
"13744","conforming",1,1
"13745","florins",1,1
"13746","provisional",1,1
"13747","borrowing",1,1
"13748","information.since",1,1
"13749","sessions",2,2
"13750","kentucke",2,1
"13751","propositions",1,1
"13752","fellow-citizens",1,1
"13753","you.it",1,1
"13754","wabash",1,1
"13755","emboldened",1,1
"13756","listening",1,1
"13757","invitations",1,1
"13758","captivity.these",1,1
"13759","provocations",1,1
"13760","aggressors",1,1
"13761","punishing",1,1
"13762","attachments",1,1
"13763","empowers",1,1
"13764","attended.the",1,1
"13765","posture",1,1
"13766","reminds",1,1
"13767","enhance",1,1
"13768","reflections",1,1
"13769","embarrassments",1,1
"13770","encouragements",1,1
"13771","andagriculture",1,1
"13772","dependant",1,1
"13773","evil.your",1,1
"13774","belongs",2,1
"13775","destresful",1,1
"13776","misemployed",1,1
"13777","protection.the",1,1
"13778","judicatory",1,1
"13779","provements",1,1
"13780","consular",1,1
"13781","effect.the",1,1
"13782","standards",1,1
"13783","resume",1,1
"13784","abundantly",2,2
"13785","importance.gentlemen",1,1
"13786","residuary",1,1
"13787","commensurate",2,2
"13788","exonerate",1,1
"13789","toe",1,1
"13790","constituents.gentlemen",1,1
"13791","indulge",1,1
"13792","undiminished",1,1
"13793","clair's",1,1
"13794","actuallyexported",1,1
"13795","bean",1,1
"13796","peas.our",1,1
"13797","willis",3,2
"13798","m'murtry",1,1
"13799","fortingham",1,1
"13800","killedand",1,1
"13801","yorkduring",1,1
"13802","gales",1,1
"13803","smugglers",1,1
"13804","propertyâ",1,1
"13805","custon-house",1,1
"13806","them.from",1,1
"13807","flooded",1,1
"13808","rains.a",1,1
"13809","stealing",1,1
"13810","acquitted",1,1
"13811","lenity",1,1
"13812","inhabitants.a",1,1
"13813","polygamy",1,1
"13814","legally",1,1
"13815","maids",1,1
"13816","point.oct",1,1
"13817","epistle",1,1
"13818","re-publication",1,1
"13819","episstle",1,1
"13820","theslave",1,1
"13821","omitted.oct",1,1
"13822","betsy",1,1
"13823","rook",1,1
"13824","weary",1,1
"13825","tutelar",1,1
"13826","saint",1,1
"13827","tammany.the",1,1
"13828","probate",1,1
"13829","judgeâ",1,1
"13830","scorpions",1,1
"13831","deetested",1,1
"13832","reprobates",1,1
"13833","condemnation",1,1
"13834","c.extract",1,1
"13835","massachusets",2,2
"13836","hoppers",1,1
"13837","milk",1,1
"13838","insectsextract",1,1
"13839","banbury",1,1
"13840","altamahaw",2,1
"13841","lookers",1,1
"13842","drivers",1,1
"13843","grubbing",1,1
"13844","habitable",1,1
"13845","sapola",2,1
"13846","imagineabounding",1,1
"13847","bourdeaux",1,1
"13848","oak",1,1
"13849","mary's.extract",1,1
"13850","clays",1,1
"13851","paint",1,1
"13852","inexhaustible",1,1
"13853","samples",1,1
"13854","pickings",1,1
"13855","deeper",1,1
"13856","estblished",1,1
"13857","paints",1,1
"13858","enterprize",1,1
"13859","submissions",1,1
"13860","beneath",1,1
"13861","attention.extract",1,1
"13862","weas",1,1
"13863","pri?chard's",1,1
"13864","hubcaw",1,1
"13865","hary",1,1
"13866","tertainment",1,1
"13867","o???.boston",1,1
"13868","circum",1,1
"13869","coastâ",1,1
"13870","nativity.dr",1,1
"13871","percepts",1,1
"13872","example.i",1,1
"13873","fiddler",4,1
"13874","keeper",2,1
"13875","gut",1,1
"13876","tore",1,1
"13877","folded",1,1
"13878","drop",1,1
"13879","meâ",1,1
"13880","examines",1,1
"13881","cheatâ",1,1
"13882","vents",1,1
"13883","anger",1,1
"13884","landlord's",1,1
"13885","shoulders",8,8
"13886","proclaiming",1,1
"13887","recommencing",1,1
"13888","rendezvoused",1,1
